type,LQR
Q,10,10,1,1
R,1
Eigenvalue,0.6515+0j,0.990164+0j,0.943999+0.0121003j,0.943999+-0.0121003j
Gain,94.0521,15.2469,0.781273,1.22702
time,elapsed_time,theta_p,theta_p_dot,theta_w,theta_w_dot,theta_p_kf,theta_p_dot_kf,theta_w_kf,theta_w_dot_kf,log_motor_value,log_motor_direction,log_pwm_duty
1740907627.170,4.12171,-0.00142,-0.11586,-1.77410,0.00000,0.00201,-0.24688,-1.53030,4.25689,0.62221,1,12.00000
1740907627.180,4.13152,-0.00244,-0.08053,-1.75840,1.57000,0.00098,-0.21029,-1.52898,3.89588,0.64189,1,12.00000
1740907627.190,4.14214,-0.00330,-0.04840,-1.75840,0.00000,0.00027,-0.17544,-1.53103,3.54311,0.67156,1,13.00000
1740907627.202,4.15337,-0.00407,-0.04397,-1.75840,0.00000,-0.00055,-0.14863,-1.53557,3.22865,0.61369,1,12.00000
1740907627.211,4.16323,-0.00451,-0.00584,-1.75840,0.00000,-0.00080,-0.12497,-1.54196,2.95213,0.60678,1,12.00000
1740907627.222,4.17395,-0.00482,-0.01987,-1.75840,0.00000,-0.00145,-0.10592,-1.54967,2.68623,0.50431,1,10.00000
1740907627.234,4.18570,-0.00538,-0.01540,-1.75840,0.00000,-0.00208,-0.09120,-1.55836,2.44803,0.37047,1,7.00000
1740907627.244,4.19552,-0.00561,0.01429,-1.75840,0.00000,-0.00227,-0.07230,-1.56788,2.19890,0.32735,1,6.00000
1740907627.256,4.20784,-0.00618,-0.01490,-1.75840,0.00000,-0.00314,-0.05555,-1.57810,1.93568,0.17032,1,3.00000
1740907627.265,4.21668,-0.00660,-0.00506,-1.75840,0.00000,-0.00388,-0.04061,-1.58898,1.68913,-0.32288,2,6.00000
1740907627.275,4.22733,-0.00745,0.03477,-1.75840,0.00000,-0.00404,-0.01783,-1.60052,1.41407,-0.33692,2,6.00000
1740907627.286,4.23822,-0.00802,0.06564,-1.75840,0.00000,-0.00406,0.02693,-1.61330,0.99262,-0.18368,2,3.00000
1740907627.298,4.25020,-0.00835,0.07793,-1.75840,0.00000,-0.00409,0.06416,-1.62756,0.61542,0.24733,1,4.00000
1740907627.308,4.26033,-0.00845,0.07878,-1.75840,0.00000,-0.00415,0.08553,-1.64246,0.34243,0.22107,1,4.00000
1740907627.319,4.27042,-0.00848,0.07968,-1.75840,0.00000,-0.00393,0.08035,-1.65669,0.26642,-0.28155,2,5.00000
1740907627.330,4.28191,-0.00839,0.07626,-1.75840,0.00000,-0.00365,0.07534,-1.66945,0.20361,-0.41946,2,8.00000
1740907627.340,4.29144,-0.00815,0.08306,-1.75840,0.00000,-0.00349,0.09508,-1.68156,-0.02322,-0.39128,2,7.00000
1740907627.350,4.30144,-0.00781,0.06969,-1.75840,0.00000,-0.00372,0.11493,-1.69384,-0.26564,-0.41716,2,8.00000
1740907627.361,4.31302,-0.00758,0.07332,-1.75840,0.00000,-0.00391,0.12866,-1.70618,-0.46356,-0.47809,2,9.00000
1740907627.371,4.32262,-0.00743,0.07795,-1.75840,0.00000,-0.00404,0.14015,-1.71830,-0.64051,-0.54161,2,10.00000
1740907627.381,4.33334,-0.00736,0.05911,-1.75840,0.00000,-0.00454,0.14866,-1.73009,-0.80882,-0.67476,2,13.00000
1740907627.392,4.34432,-0.00761,0.09596,-1.75840,0.00000,-0.00440,0.16158,-1.74162,-0.97653,-0.67903,2,13.00000
1740907627.403,4.35488,-0.00756,0.07330,-1.75840,0.00000,-0.00477,0.17457,-1.75291,-1.16279,-0.75286,2,15.00000
1740907627.415,4.36647,-0.00750,0.06773,-1.75840,0.00000,-0.00524,0.18319,-1.76401,-1.32133,-0.86939,2,17.00000
1740907627.424,4.37581,-0.00747,0.09213,-1.75840,0.00000,-0.00531,0.19529,-1.77486,-1.48326,-0.89829,2,17.00000
1740907627.435,4.38636,-0.00713,0.08461,-1.75840,0.00000,-0.00560,0.20867,-1.78555,-1.66056,-0.94742,2,18.00000
1740907627.446,4.39835,-0.00679,0.04997,-1.75840,0.00000,-0.00654,0.21533,-1.79602,-1.81746,-1.13506,2,22.00000
1740907627.456,4.40802,-0.00666,0.05200,-1.75840,0.00000,-0.00744,0.22162,-1.80627,-1.96741,-1.31565,2,26.00000
1740907627.467,4.41896,-0.00658,0.05559,-1.75840,0.00000,-0.00836,0.23459,-1.81647,-2.16185,-1.45143,2,29.00000
1740907627.478,4.42989,-0.00656,0.06658,-1.75840,0.00000,-0.00922,0.25361,-1.82699,-2.39513,-1.53675,2,30.00000
1740907627.488,4.44015,-0.00673,0.07954,-1.75840,0.00000,-0.00999,0.27568,-1.83801,-2.64737,-1.59066,2,31.00000
1740907627.500,4.45210,-0.00668,0.07928,-1.75840,0.00000,-0.01089,0.29617,-1.84952,-2.89652,-1.67723,2,33.00000
1740907627.510,4.46148,-0.00648,0.08177,-1.75840,0.00000,-0.01182,0.31407,-1.86138,-3.13120,-1.78976,2,35.00000
1740907627.520,4.47224,-0.00621,0.09391,-1.75840,0.00000,-0.01263,0.33257,-1.87349,-3.36518,-1.88022,2,37.00000
1740907627.531,4.48325,-0.00582,0.09599,-1.75840,0.00000,-0.01351,0.35163,-1.88582,-3.60656,-1.97802,2,39.00000
1740907627.542,4.49394,-0.00551,0.08734,-1.75840,0.00000,-0.01464,0.36869,-1.89835,-3.84532,-2.12697,2,42.00000
1740907627.553,4.50512,-0.00545,0.11954,-1.75840,0.00000,-0.01528,0.38936,-1.91111,-4.08848,-2.18007,2,43.00000
1740907627.563,4.51504,-0.00525,0.12298,-1.75840,0.00000,-0.01600,0.41222,-1.92413,-4.35078,-2.23189,2,44.00000
1740907627.575,4.52674,-0.00502,0.11632,-1.75840,0.00000,-0.01694,0.43086,-1.93736,-4.59435,-2.34503,2,46.00000
1740907627.585,4.53666,-0.00419,0.18945,-1.75840,0.00000,-0.01663,0.45581,-1.95076,-4.82851,-2.23308,2,44.00000
1740907627.595,4.54722,-0.00447,0.21793,-1.75840,0.00000,-0.01598,0.48415,-1.96423,-5.07098,-2.04765,2,40.00000
1740907627.607,4.55893,-0.00375,0.23043,-1.75840,0.00000,-0.01513,0.50261,-1.97747,-5.23717,-1.90122,2,38.00000
1740907627.616,4.56820,-0.00319,0.21442,-1.77410,-1.57000,-0.01459,0.50731,-1.99229,-5.32823,-1.90216,2,38.00000
1740907627.627,4.57867,-0.00181,0.20611,-1.77410,0.00000,-0.01403,0.50147,-2.00520,-5.33525,-1.95673,2,39.00000
1740907627.639,4.59042,-0.00042,0.17017,-1.77410,0.00000,-0.01399,0.49140,-2.01617,-5.32317,-2.10025,2,42.00000
1740907627.648,4.60014,0.00026,0.10055,-1.77410,0.00000,-0.01509,0.47608,-2.02537,-5.31213,-2.43107,2,48.00000
1740907627.659,4.61083,0.00132,0.09560,-1.77410,0.00000,-0.01619,0.46825,-2.03333,-5.34367,-2.69912,2,53.00000
1740907627.671,4.62294,0.00235,0.05657,-1.77410,0.00000,-0.01810,0.47155,-2.04078,-5.48012,-3.00149,2,60.00000
1740907627.680,4.63177,0.00278,0.01948,-1.77410,0.00000,-0.02080,0.48065,-2.04853,-5.69063,-3.30000,2,66.00000
1740907627.690,4.64213,0.00310,-0.01229,-1.77410,0.00000,-0.02425,0.49626,-2.05720,-5.98181,-3.30000,2,66.00000
1740907627.700,4.65207,0.00309,-0.03567,-1.77410,0.00000,-0.02831,0.51745,-2.06730,-6.34539,-3.30000,2,66.00000
