type,Pole
Q,0,0,0,0
R,0
Eigenvalue,0.994587+0j,0.916229+0j,0.945962+0.00594968j,0.945962+-0.00594968j
Gain,30.9996,4.90698,0.0930444,0.371156
time,elapsed_time,theta_p,theta_p_dot,theta_w,theta_w_dot,theta_p_kf,theta_p_dot_kf,theta_w_kf,theta_w_dot_kf,log_motor_value,log_motor_direction,log_pwm_duty
1740906952.754,8.40007,-0.15646,-1.96319,1.52290,-3.14000,-0.35030,-1.54338,1.17736,-10.64529,-3.30000,2,66.00000
1740906952.765,8.41058,-0.16560,-2.12277,1.49150,-3.14000,-0.37287,-1.68946,1.13394,-10.59211,-3.30000,2,66.00000
1740906952.776,8.42173,-0.17726,-2.50219,1.44440,-4.71001,-0.40078,-1.86961,1.09053,-10.53223,-3.30000,2,66.00000
1740906952.786,8.43140,-0.19259,-2.72516,1.41300,-3.14001,-0.43097,-2.06574,1.04970,-10.44860,-3.30000,2,66.00000
1740906952.796,8.44193,-0.20603,-2.75711,1.38160,-3.14000,-0.45993,-2.25324,1.01074,-10.36424,-3.30000,2,66.00000
1740906952.807,8.45320,-0.22119,-3.18882,1.30310,-7.85000,-0.49483,-2.47416,0.96627,-10.32792,-3.30000,2,66.00000
1740906952.817,8.46284,-0.23638,-3.46817,1.27170,-3.14000,-0.53261,-2.71661,0.92476,-10.25282,-3.30000,2,66.00000
1740906952.827,8.47312,-0.25288,-3.57917,1.24030,-3.14000,-0.57011,-2.95706,0.88521,-10.17188,-3.30000,2,66.00000
1740906952.839,8.48474,-0.27296,-4.29816,1.16180,-7.85000,-0.61812,-3.26155,0.84054,-10.12072,-3.30000,2,66.00000
1740906952.849,8.49436,-0.29140,-4.44222,1.14610,-1.57000,-0.66582,-3.56807,0.80124,-10.01920,-3.30000,2,66.00000
1740906952.859,8.50464,-0.31290,-4.69602,1.11470,-3.14001,-0.71518,-3.88437,0.76371,-9.91413,-3.30000,2,66.00000
1740906952.870,8.51630,-0.32564,-5.16301,1.03620,-7.84999,-0.76985,-4.22945,0.72049,-9.86262,-3.30000,2,66.00000
1740906952.880,8.52586,-0.35215,-4.78495,1.00480,-3.14000,-0.81475,-4.51119,0.67904,-9.82311,-3.30000,2,66.00000
1740906952.891,8.53640,-0.36916,-3.89072,0.98910,-1.57000,-0.84136,-4.67282,0.64033,-9.81893,-3.30000,2,66.00000
1740906952.902,8.54763,-0.40150,-3.99390,0.91060,-7.85000,-0.86850,-4.83247,0.59479,-9.88262,-3.30000,2,66.00000
1740906952.911,8.55725,-0.42671,-2.81970,0.89490,-1.57000,-0.87365,-4.85092,0.55211,-9.96863,-3.30000,2,66.00000
1740906952.922,8.56754,-0.44882,-2.45881,0.86350,-3.14000,-0.87240,-4.82864,0.50970,-10.06331,-3.30000,2,66.00000
1740906952.933,8.57914,-0.46945,-1.42566,0.76930,-9.42001,-0.85346,-4.68277,0.45645,-10.30248,-3.30000,2,66.00000
1740906952.943,8.58875,-0.48340,-0.96964,0.73790,-3.14000,-0.82794,-4.50094,0.40490,-10.50218,-3.30000,2,66.00000
1740906952.953,8.59906,-0.49495,-0.90722,0.69080,-4.71000,-0.80309,-4.32673,0.35235,-10.68365,-3.30000,2,66.00000
1740906952.965,8.61062,-0.50479,-0.23881,0.61230,-7.85000,-0.76827,-4.08516,0.29329,-10.93169,-3.30000,2,66.00000
1740906952.974,8.62024,-0.51904,-0.57572,0.58090,-3.14000,-0.74167,-3.90665,0.23780,-11.08113,-3.30000,2,66.00000
1740906952.985,8.63081,-0.52706,0.10288,0.54950,-3.14000,-0.70489,-3.66422,0.18401,-11.22805,-3.30000,2,66.00000
1740906952.996,8.64206,-0.53890,0.13323,0.45530,-9.42000,-0.67003,-3.43089,0.12241,-11.42704,-3.30000,2,66.00000
1740906953.006,8.65172,-0.54818,0.32090,0.42390,-3.14000,-0.63411,-3.19820,0.06460,-11.55845,-3.30000,2,66.00000
1740906953.016,8.66200,-0.56049,0.15760,0.36110,-6.28000,-0.60337,-3.00030,0.00512,-11.67680,-3.30000,2,66.00000
1740906953.028,8.67358,-0.56220,0.39750,0.26690,-9.42000,-0.57038,-2.78455,-0.06103,-11.84834,-3.30000,2,66.00000
1740906953.037,8.68320,-0.56753,0.47779,0.23550,-3.14000,-0.53803,-2.58053,-0.12236,-11.94225,-3.30000,2,66.00000
1740906953.048,8.69349,-0.56791,0.28685,0.15700,-7.85000,-0.51100,-2.40994,-0.18709,-12.04522,-3.30000,2,66.00000
1740906953.059,8.70510,-0.57123,0.57241,0.04710,-10.99000,-0.48071,-2.21330,-0.26005,-12.21970,-3.30000,2,66.00000
1740906953.069,8.71475,-0.57449,0.41200,0.03140,-1.57000,-0.45503,-2.05813,-0.32409,-12.26336,-3.30000,2,66.00000
1740906953.079,8.72504,-0.57512,0.75502,0.01570,-1.57000,-0.42477,-1.87662,-0.38147,-12.26088,-3.30000,2,66.00000
1740906953.091,8.73659,-0.57455,0.90695,-0.06280,-7.85000,-0.39364,-1.68460,-0.44278,-12.30806,-3.30000,2,66.00000
1740906953.100,8.74618,-0.57406,0.88648,-0.10990,-4.71000,-0.36470,-1.50988,-0.50163,-12.31641,-3.30000,2,66.00000
1740906953.111,8.75649,-0.57225,0.84472,-0.12560,-1.57000,-0.33811,-1.35550,-0.55335,-12.25184,-3.30000,2,66.00000
1740906953.123,8.76839,-0.57021,0.62039,-0.17270,-4.71000,-0.31695,-1.23536,-0.60370,-12.17574,-3.30000,2,66.00000
1740906953.132,8.77767,-0.57340,0.64891,-0.20410,-3.14000,-0.29647,-1.12052,-0.65025,-12.07468,-3.30000,2,66.00000
1740906953.142,8.78795,-0.57458,0.45804,-0.25120,-4.71000,-0.28050,-1.03337,-0.69582,-11.97007,-3.30000,2,66.00000
1740906953.154,8.79955,-0.57242,0.40690,-0.32970,-7.85000,-0.26634,-0.95245,-0.74573,-11.91768,-3.30000,2,66.00000
1740906953.164,8.80943,-0.57178,0.40226,-0.36110,-3.14000,-0.25305,-0.87957,-0.79170,-11.82865,-3.30000,2,66.00000
1740906953.174,8.81972,-0.57334,0.30272,-0.40820,-4.71000,-0.24224,-0.82117,-0.83707,-11.74338,-3.30000,2,66.00000
1740906953.185,8.83109,-0.57752,0.42145,-0.50240,-9.42000,-0.23006,-0.74605,-0.88981,-11.74581,-3.30000,2,66.00000
1740906953.195,8.84062,-0.58002,0.63373,-0.53380,-3.14000,-0.21488,-0.65490,-0.93876,-11.71372,-3.30000,2,66.00000
1740906953.205,8.85096,-0.58262,0.63367,-0.56520,-3.14000,-0.20059,-0.57066,-0.98468,-11.65889,-3.30000,2,66.00000
1740906953.216,8.86231,-0.58463,0.91393,-0.65940,-9.42000,-0.18230,-0.45224,-1.03851,-11.70337,-3.30000,2,66.00000
1740906953.226,8.87203,-0.58392,1.14069,-0.69080,-3.14000,-0.16115,-0.31946,-1.08870,-11.70819,-3.30000,2,66.00000
1740906953.237,8.88243,-0.58255,1.37906,-0.72220,-3.14000,-0.13705,-0.16873,-1.13624,-11.70032,-3.30000,2,66.00000
1740906953.248,8.89389,-0.58270,1.65127,-0.80070,-7.85000,-0.10970,0.00842,-1.18917,-11.75885,-3.30000,2,66.00000
1740906953.258,8.90342,-0.57896,2.13031,-0.86350,-6.28000,-0.07564,0.22991,-1.24432,-11.84610,-3.30000,2,66.00000
1740906953.268,8.91369,-0.57147,2.16672,-0.94200,-7.85000,-0.04303,0.44296,-1.30365,-11.95536,-3.30000,2,66.00000
1740906953.280,8.92547,-0.56558,2.23457,-1.02050,-7.85000,-0.01126,0.65058,-1.36657,-12.07737,-1.93657,2,38.00000
1740906953.290,8.93620,-0.56037,2.47188,-1.09900,-7.84999,0.02270,0.87260,-1.43289,-12.21820,0.48727,1,9.00000
1740906953.302,8.94738,-0.55043,2.75812,-1.17750,-7.85002,0.06056,1.04695,-1.50030,-11.87588,2.63740,1,52.00000
1740906953.311,8.95717,-0.54346,2.66621,-1.19320,-1.57000,0.09678,1.08101,-1.55238,-10.57695,3.30000,1,66.00000
1740906953.321,8.96672,-0.53282,2.68515,-1.22460,-3.14000,0.13405,1.03072,-1.58779,-8.56993,3.30000,1,66.00000
1740906953.331,8.97723,-0.52122,2.32462,-1.25600,-3.14000,0.16522,0.94137,-1.60486,-6.44719,3.30000,1,66.00000
1740906953.343,8.98859,-0.51116,2.19797,-1.31880,-6.28000,0.19419,0.88132,-1.61192,-4.54840,3.30000,1,66.00000
1740906953.352,8.99830,-0.50265,1.97411,-1.35020,-3.14000,0.21910,0.82908,-1.60660,-2.80261,3.30000,1,66.00000
1740906953.363,9.00873,-0.49152,1.43108,-1.36590,-1.57001,0.23440,0.74407,-1.58936,-1.17689,3.30000,1,66.00000
1740906953.374,9.02008,-0.49132,0.00831,-1.36590,0.00000,0.22499,0.52188,-1.55939,0.40039,3.30000,1,66.00000
1740906953.384,9.02993,-0.49347,0.05456,-1.36590,0.00000,0.21794,0.34391,-1.52150,1.81001,3.30000,1,66.00000
1740906953.394,9.04026,-0.49466,0.23682,-1.33450,3.14002,0.21533,0.21734,-1.47325,3.09646,3.30000,1,66.00000
1740906953.405,9.05055,-0.49536,0.34122,-1.30310,3.14000,0.21534,0.12940,-1.41741,4.25385,3.30000,1,66.00000
1740906953.416,9.06174,-0.49612,0.36555,-1.25600,4.70999,0.21629,0.06473,-1.35343,5.31382,3.30000,1,66.00000
1740906953.425,9.07126,-0.49626,0.22759,-1.22460,3.14000,0.21511,0.00406,-1.28585,6.25620,3.30000,1,66.00000
1740906953.436,9.08153,-0.49726,0.28768,-1.16180,6.28000,0.21532,-0.03547,-1.21111,7.12612,3.30000,1,66.00000
1740906953.447,9.09294,-0.49888,0.35284,-1.09900,6.28000,0.21683,-0.05424,-1.13124,7.91109,3.30000,1,66.00000
1740906953.457,9.10286,-0.50046,0.22834,-1.05190,4.70999,0.21611,-0.07502,-1.04998,8.60017,3.30000,1,66.00000
1740906953.467,9.11331,-0.49991,0.40392,-0.98910,6.28000,0.21852,-0.06609,-0.96600,9.20811,3.30000,1,66.00000
1740906953.478,9.12434,-0.49821,0.34905,-0.95770,3.14000,0.21972,-0.05319,-0.88531,9.70043,3.30000,1,66.00000
1740906953.489,9.13483,-0.49606,0.27298,-0.86350,9.42000,0.21944,-0.04927,-0.79767,10.19879,3.30000,1,66.00000
1740906953.501,9.14638,-0.49459,0.02324,-0.78500,7.85000,0.21469,-0.06948,-0.70718,10.66172,3.30000,1,66.00000
1740906953.510,9.15597,-0.49460,0.02370,-0.76930,1.57000,0.20998,-0.07664,-0.62504,10.97798,3.30000,1,66.00000
1740906953.520,9.16625,-0.49372,-0.19179,-0.72220,4.70999,0.20151,-0.10535,-0.54493,11.25182,3.30000,1,66.00000
1740906953.532,9.17785,-0.49233,-0.31155,-0.67510,4.71000,0.19118,-0.14248,-0.46745,11.47221,3.30000,1,66.00000
1740906953.542,9.18743,-0.49047,-0.60780,-0.67510,0.00000,0.17594,-0.20359,-0.40009,11.58459,3.30000,1,66.00000
1740906953.552,9.19793,-0.49882,-0.99809,-0.65940,1.57000,0.15434,-0.30426,-0.33895,11.65385,3.30000,1,66.00000
1740906953.563,9.20915,-0.50000,-0.45508,-0.61230,4.71000,0.14325,-0.33598,-0.27989,11.67148,3.30000,1,66.00000
1740906953.573,9.21877,-0.50052,-0.71026,-0.61230,0.00000,0.12797,-0.39107,-0.22988,11.61659,3.30000,1,66.00000
1740906953.583,9.22920,-0.50110,-0.89914,-0.56520,4.71000,0.10999,-0.46885,-0.17996,11.58824,3.30000,1,66.00000
1740906953.595,9.24056,-0.50210,-1.16656,-0.50240,6.28000,0.08815,-0.57666,-0.12786,11.59892,3.30000,1,66.00000
1740906953.604,9.25003,-0.50778,-1.17287,-0.43960,6.28000,0.06729,-0.68075,-0.07418,11.61967,3.22129,1,64.00000
1740906953.615,9.26061,-0.51191,-1.01260,-0.37680,6.28000,0.05028,-0.76141,-0.01933,11.63680,2.30955,1,46.00000
1740906953.627,9.27240,-0.51504,-0.99765,-0.31400,6.28000,0.03429,-0.83322,0.03661,11.63074,1.46468,1,29.00000
1740906953.636,9.28199,-0.51950,-0.99772,-0.23550,7.85000,0.01843,-0.85988,0.09467,11.32271,0.73322,1,14.00000
1740906953.647,9.29308,-0.52402,-0.94279,-0.15700,7.85000,0.00339,-0.84533,0.15195,10.75090,-0.20841,2,4.00000
1740906953.658,9.30376,-0.52882,-0.90827,-0.09420,6.28000,-0.01142,-0.80260,0.20412,9.95640,-0.74784,2,14.00000
1740906953.668,9.31344,-0.53628,-1.03576,-0.06280,3.14000,-0.02924,-0.74306,0.24516,8.85334,-1.41372,2,28.00000
1740906953.680,9.32576,-0.54165,-0.94473,-0.01570,4.71000,-0.04596,-0.67007,0.27751,7.64637,-2.01892,2,40.00000
1740906953.690,9.33540,-0.55038,-1.02301,0.04710,6.28000,-0.06472,-0.60150,0.30407,6.33917,-2.74680,2,54.00000
1740906953.699,9.34501,-0.55484,-1.10344,0.14130,9.42000,-0.08535,-0.54487,0.32995,5.01273,-3.30000,2,66.00000
1740906953.709,9.35529,-0.56485,-1.19626,0.21980,7.85000,-0.10809,-0.49239,0.35193,3.59080,-3.30000,2,66.00000
1740906953.721,9.36683,-0.57154,-1.44119,0.29830,7.85000,-0.13538,-0.47221,0.37051,2.16414,-3.30000,2,66.00000
1740906953.731,9.37660,-0.57597,0.54049,0.32970,3.14000,-0.12758,-0.24259,0.37603,0.71725,-3.30000,2,66.00000
1740906953.741,9.38705,-0.57135,0.98530,0.36110,3.14000,-0.11358,0.00066,0.37338,-0.60842,-3.30000,2,66.00000
1740906953.752,9.39809,-0.56282,0.35462,0.36110,0.00000,-0.11242,0.13592,0.36120,-1.78902,-3.30000,2,66.00000
1740906953.763,9.40878,-0.55957,-0.06084,0.36110,0.00000,-0.11939,0.19599,0.34204,-2.83255,-3.30000,2,66.00000
1740906953.774,9.41996,-0.55829,-0.24945,0.34540,-1.57000,-0.12988,0.21594,0.31509,-3.78312,-3.30000,2,66.00000
1740906953.784,9.42987,-0.55299,-1.12899,0.32970,-1.57000,-0.15562,0.11803,0.28339,-4.58894,-3.30000,2,66.00000
1740906953.794,9.44026,-0.55747,-1.24802,0.31400,-1.57000,-0.18228,0.00070,0.24760,-5.31000,-3.30000,2,66.00000
1740906953.806,9.45181,-0.56116,-0.50338,0.28260,-3.14000,-0.19457,-0.03048,0.20518,-6.03026,-3.30000,2,66.00000
1740906953.816,9.46139,-0.56015,-0.30756,0.25120,-3.14000,-0.20293,-0.04613,0.15825,-6.69729,-3.30000,2,66.00000
1740906953.826,9.47170,-0.55979,-0.90564,0.21980,-3.14000,-0.22142,-0.13988,0.10908,-7.25623,-3.30000,2,66.00000
1740906953.837,9.48331,-0.56425,-0.80815,0.20410,-1.57000,-0.23716,-0.22557,0.06035,-7.73715,-3.30000,2,66.00000
1740906953.847,9.49294,-0.56840,-0.47750,0.17270,-3.14000,-0.24619,-0.27278,0.00953,-8.19096,-3.30000,2,66.00000
1740906953.858,9.50344,-0.57129,-0.49947,0.14130,-3.14000,-0.25505,-0.32562,-0.04207,-8.58752,-3.30000,2,66.00000
1740906953.869,9.51473,-0.57619,-0.74825,0.10990,-3.14000,-0.26771,-0.40967,-0.09356,-8.91532,-3.30000,2,66.00000
1740906953.879,9.52438,-0.58139,-0.86422,0.07850,-3.14000,-0.28156,-0.50635,-0.14464,-9.18963,-3.30000,2,66.00000
1740906953.889,9.53474,-0.58664,-0.94541,0.03140,-4.71000,-0.29591,-0.60819,-0.19755,-9.44220,-3.30000,2,66.00000
1740906953.900,9.54630,-0.59138,-0.88684,0.00000,-3.14000,-0.30824,-0.70066,-0.24930,-9.65263,-3.30000,2,66.00000
1740906953.910,9.55614,-0.59575,-0.86235,-0.04710,-4.71000,-0.31928,-0.78534,-0.30242,-9.85213,-3.30000,2,66.00000
1740906953.921,9.56644,-0.60055,-1.05949,-0.09420,-4.71000,-0.33298,-0.88934,-0.35609,-10.02001,-3.30000,2,66.00000
1740906953.932,9.57793,-0.60634,-1.05162,-0.14130,-4.71000,-0.34558,-0.98702,-0.41028,-10.17225,-3.30000,2,66.00000
1740906953.942,9.58756,-0.61183,-1.08467,-0.18840,-4.71000,-0.35787,-1.08346,-0.46473,-10.30640,-3.30000,2,66.00000
1740906953.952,9.59812,-0.61870,-1.12443,-0.25120,-6.28000,-0.37001,-1.17761,-0.52181,-10.44742,-3.30000,2,66.00000
1740906953.963,9.60934,-0.62584,-1.11635,-0.29830,-4.71000,-0.38116,-1.26672,-0.57847,-10.56536,-3.30000,2,66.00000
1740906953.973,9.61893,-0.63210,-1.19637,-0.32970,-3.14000,-0.39287,-1.36236,-0.63209,-10.63678,-3.30000,2,66.00000
1740906953.984,9.62938,-0.63978,-1.13615,-0.37680,-4.71000,-0.40268,-1.44454,-0.68571,-10.70772,-3.30000,2,66.00000
1740906953.995,9.64063,-0.64708,-1.08811,-0.42390,-4.71000,-0.41094,-1.51619,-0.73912,-10.77208,-3.30000,2,66.00000
1740906954.004,9.65006,-0.65330,-1.26989,-0.43960,-1.57000,-0.42170,-1.60847,-0.78679,-10.76610,-3.30000,2,66.00000
1740906954.015,9.66057,-0.66118,-1.21225,-0.48670,-4.71000,-0.43067,-1.68598,-0.83494,-10.77724,-3.30000,2,66.00000
1740906954.026,9.67172,-0.66803,-1.41958,-0.54950,-6.28000,-0.44263,-1.78042,-0.88539,-10.80028,-3.30000,2,66.00000
1740906954.036,9.68146,-0.67556,-1.54912,-0.59660,-4.71001,-0.45604,-1.88435,-0.93528,-10.80798,-3.30000,2,66.00000
1740906954.046,9.69184,-0.68398,-1.52906,-0.64370,-4.70999,-0.46819,-1.97888,-0.98498,-10.81724,-3.30000,2,66.00000
1740906954.058,9.70335,-0.69326,-1.73872,-0.70650,-6.28000,-0.48323,-2.08989,-1.03676,-10.83695,-3.30000,2,66.00000
1740906954.067,9.71282,-0.70179,-1.65988,-0.73790,-3.14000,-0.49588,-2.18692,-1.08550,-10.82984,-3.30000,2,66.00000
1740906954.078,9.72357,-0.71233,-1.76106,-0.81640,-7.85000,-0.50953,-2.28505,-1.13925,-10.87206,-3.30000,2,66.00000
1740906954.089,9.73445,-0.72384,-1.88585,-0.87920,-6.28000,-0.52454,-2.39161,-1.19448,-10.91328,-3.30000,2,66.00000
1740906954.099,9.74492,-0.73643,-1.81051,-0.95770,-7.85000,-0.53735,-2.48037,-1.25401,-10.99456,-3.30000,2,66.00000
1740906954.110,9.75623,-0.74869,-1.74687,-1.03620,-7.85000,-0.54833,-2.55529,-1.31728,-11.10128,-3.30000,2,66.00000
1740906954.120,9.76579,-0.75983,-1.79967,-1.08330,-4.70999,-0.55957,-2.63513,-1.37862,-11.16979,-3.30000,2,66.00000
1740906954.130,9.77629,-0.77215,-1.80214,-1.16180,-7.85000,-0.57020,-2.70831,-1.44360,-11.26730,-3.30000,2,66.00000
1740906954.142,9.78761,-0.78396,-1.76775,-1.22460,-6.28000,-0.57962,-2.77455,-1.50900,-11.35529,-3.30000,2,66.00000
1740906954.151,9.79728,-0.79447,-1.65475,-1.28740,-6.27999,-0.58650,-2.82435,-1.57498,-11.44372,-3.30000,2,66.00000
1740906954.162,9.80775,-0.80435,-1.81544,-1.33450,-4.70999,-0.59575,-2.89274,-1.63847,-11.48862,-3.30000,2,66.00000
1740906954.173,9.81886,-0.81637,-1.74173,-1.39730,-6.28002,-0.60316,-2.94797,-1.70261,-11.54181,-3.30000,2,66.00000
1740906954.183,9.82932,-0.82754,-1.63206,-1.42870,-3.14000,-0.60815,-2.99101,-1.76209,-11.55012,-3.30000,2,66.00000
1740906954.195,9.84064,-0.84274,-1.96287,-1.49150,-6.28000,-0.61866,-3.06888,-1.82211,-11.55143,-3.30000,2,66.00000
1740906954.205,9.85054,-0.85618,-1.84077,-1.52290,-3.14000,-0.62635,-3.13080,-1.87771,-11.51850,-3.30000,2,66.00000
1740906954.215,9.86104,-0.86690,-1.57539,-1.58570,-6.27999,-0.62892,-3.15539,-1.93499,-11.52678,-3.30000,2,66.00000
1740906954.226,9.87212,-0.87940,-1.55093,-1.66420,-7.84999,-0.63097,-3.17352,-1.99581,-11.56851,-3.30000,2,66.00000
1740906954.236,9.88179,-0.88938,-1.51954,-1.71130,-4.71001,-0.63235,-3.18957,-2.05458,-11.58337,-3.30000,2,66.00000
1740906954.246,9.89216,-0.90050,-1.57155,-1.77410,-6.28000,-0.63460,-3.21008,-2.11422,-11.60431,-3.30000,2,66.00000
1740906954.258,9.90377,-0.91183,-1.48195,-1.82120,-4.71001,-0.63515,-3.22069,-2.17209,-11.61012,-3.30000,2,66.00000
1740906954.268,9.91339,-0.92175,-1.34143,-1.86830,-4.70998,-0.63321,-3.21512,-2.22861,-11.61196,-3.30000,2,66.00000
1740906954.278,9.92369,-0.93405,-1.14635,-1.94680,-7.85002,-0.62804,-3.18442,-2.28913,-11.66369,-3.30000,2,66.00000
1740906954.289,9.93520,-0.94355,-0.91037,-2.02530,-7.84999,-0.61913,-3.12741,-2.35308,-11.74880,-3.30000,2,66.00000
1740906954.299,9.94482,-0.95398,-0.96459,-2.05670,-3.14002,-0.61175,-3.08600,-2.41206,-11.76700,-3.30000,2,66.00000
1740906954.309,9.95515,-0.96276,-0.66844,-2.07240,-1.56999,-0.59958,-3.01680,-2.46483,-11.74333,-3.30000,2,66.00000
1740906954.321,9.96664,-0.96963,-0.50955,-2.15090,-7.85000,-0.58539,-2.92888,-2.52221,-11.78103,-3.30000,2,66.00000
1740906954.330,9.97631,-0.97619,-0.35716,-2.21370,-6.27999,-0.56944,-2.82949,-2.58061,-11.82502,-3.30000,2,66.00000
1740906954.341,9.98684,-0.98208,-0.28629,-2.26080,-4.71001,-0.55324,-2.73030,-2.63744,-11.84810,-3.30000,2,66.00000
1740906954.352,9.99802,-0.98699,-0.27390,-2.33930,-7.85000,-0.53785,-2.63353,-2.69800,-11.90355,-3.30000,2,66.00000
1740906954.362,10.00765,-0.98999,-0.16940,-2.35500,-1.57001,-0.52152,-2.53719,-2.75147,-11.88324,-3.30000,2,66.00000
1740906954.372,10.01795,-0.99252,-0.13467,-2.40210,-4.70998,-0.50552,-2.44198,-2.80413,-11.86509,-3.30000,2,66.00000
1740906954.384,10.02956,-0.99619,0.00305,-2.43350,-3.14000,-0.48804,-2.33876,-2.85329,-11.82282,-3.30000,2,66.00000
1740906954.393,10.03916,-0.99884,0.05939,-2.48060,-4.71001,-0.47060,-2.23461,-2.90194,-11.78609,-3.30000,2,66.00000
1740906954.404,10.05031,-1.00082,0.15574,-2.49630,-1.56999,-0.45245,-2.12911,-2.94491,-11.70412,0.00000,0,0.00000
